Tên tỉnh cũ,Mã TP cũ,Tên QH cũ,Tên PX cũ,Mã QH cũ,Mã PX cũ,Tên PX mới,Mã PX mới,Độ khớp
Thành phố Hà Nội,1,Huyện Thanh Trì,Xã Ngọc Hồi,20,673,Xã Ngọc Hồi,10123051,100
Thành phố Hà Nội,1,Huyện Thanh Trì,Xã Vạn Phúc,20,676,Xã Nam Phù,10123050,"57,14285714"
Thành phố Hà Nội,1,Huyện Thanh Trì,Xã Đại áng,20,679,Xã Đại Thanh,10123049,"72,72727273"
Thành phố Hà Nội,1,Huyện Thanh Trì,Xã Liên Ninh,20,682,Xã Đại Thanh,10123049,"58,33333333"
Thành phố Hà Nội,1,Huyện Thanh Trì,Xã Đông Mỹ,20,685,Xã Ngọc Hồi,10123051,"47,61904762"
Thành phố Hà Nội,1,Quận Bắc Từ Liêm,Phường Thượng Cát,21,595,Phường Thượng Cát,10157034,100
Thành phố Hà Nội,1,Quận Bắc Từ Liêm,Phường Liên Mạc,21,598,Phường Đông Ngạc,10157033,"70,96774194"
Thành phố Hà Nội,1,Quận Bắc Từ Liêm,Phường Đông Ngạc,21,601,Phường Đông Ngạc,10157033,100
Thành phố Hà Nội,1,Quận Bắc Từ Liêm,Phường Đức Thắng,21,602,Phường Phú Thượng,10157029,"72,72727273"
Thành phố Hà Nội,1,Quận Bắc Từ Liêm,Phường Thụy Phương,21,604,Phường Phú Thượng,10157029,"74,28571429"
Thành phố Hà Nội,1,Quận Bắc Từ Liêm,Phường Tây Tựu,21,607,Phường Tây Tựu,10157030,100
Thành phố Hà Nội,1,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,21,610,Phường Xuân Đỉnh,10157032,100
Thành phố Hà Nội,1,Quận Bắc Từ Liêm,Phường Xuân Tảo,21,611,Phường Xuân Đỉnh,10157032,"80,38461538"
Thành phố Hà Nội,1,Quận Bắc Từ Liêm,Phường Minh Khai,21,613,Phường Phú Diễn,10157031,"64,51612903"
Thành phố Hà Nội,1,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,21,616,Phường Tây Tựu,10157030,60
Thành phố Hà Nội,1,Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,21,617,Phường Tây Tựu,10157030,60
Thành phố Hà Nội,1,Quận Bắc Từ Liêm,Phường Phú Diễn,21,619,Phường Phú Diễn,10157031,100
Thành phố Hà Nội,1,Quận Bắc Từ Liêm,Phường Phúc Diễn,21,620,Phường Phú Diễn,10157031,"96,77419355"
Thành phố Hà Nội,1,Huyện Mê Linh,Thị trấn Chi Đông,250,8973,Xã Tiến Thắng,10125120,40
Thành phố Hà Nội,1,Huyện Mê Linh,Xã Đại Thịnh,250,8974,Xã Tiến Thắng,10125120,64
Thành phố Hà Nội,1,Huyện Mê Linh,Xã Kim Hoa,250,8977,Xã Tiến Thắng,10125120,"43,47826087"
Thành phố Hà Nội,1,Huyện Mê Linh,Xã Thạch Đà,250,8980,Xã Tiến Thắng,10125120,"47,5"
Thành phố Hà Nội,1,Huyện Mê Linh,Xã Tiến Thắng,250,8983,Xã Tiến Thắng,10125120,100
Thành phố Hà Nội,1,Huyện Mê Linh,Xã Tự Lập,250,8986,Xã Mê Linh,10125118,"52,63157895"
Thành phố Hà Nội,1,Huyện Mê Linh,Thị trấn Quang Minh,250,8989,Xã Quang Minh,10125121,"82,60869565"
Thành phố Hà Nội,1,Huyện Mê Linh,Xã Thanh Lâm,250,8992,Xã Yên Lãng,10125119,"52,17391304"
Thành phố Hà Nội,1,Huyện Mê Linh,Xã Tam Đồng,250,8995,Xã Tiến Thắng,10125120,"58,33333333"
Thành phố Hà Nội,1,Huyện Mê Linh,Xã Liên Mạc,250,8998,Xã Mê Linh,10125118,"72,38095238"
Thành phố Hà Nội,1,Huyện Mê Linh,Xã Vạn Yên,250,9001,Xã Yên Lãng,10125119,"72,38095238"
Thành phố Hà Nội,1,Huyện Mê Linh,Xã Chu Phan,250,9004,Xã Quang Minh,10125121,"55,41666667"
Thành phố Hà Nội,1,Huyện Mê Linh,Xã Tiến Thịnh,250,9007,Xã Tiến Thắng,10125120,"84,61538462"
Thành phố Hà Nội,1,Huyện Mê Linh,Xã Mê Linh,250,9010,Xã Mê Linh,10125118,100
Thành phố Hà Nội,1,Huyện Mê Linh,Xã Văn Khê,250,9013,Xã Tiến Thắng,10125120,"52,17391304"
Thành phố Hà Nội,1,Huyện Mê Linh,Xã Hoàng Kim,250,9016,Xã Quang Minh,10125121,56
Thành phố Hà Nội,1,Huyện Mê Linh,Xã Tiền Phong,250,9019,Xã Tiến Thắng,10125120,"76,92307692"
Thành phố Hà Nội,1,Huyện Mê Linh,Xã Tráng Việt,250,9022,Xã Tiến Thắng,10125120,"58,46153846"
Thành phố Hà Nội,1,Quận Hà Đông,Phường Nguyễn Trãi,268,9538,Phường Dương Nội,10127044,"58,82352941"
Thành phố Hà Nội,1,Quận Hà Đông,Phường Mộ Lao,268,9541,Phường Yên Nghĩa,10127045,"62,06896552"
Thành phố Hà Nội,1,Quận Hà Đông,Phường Văn Quán,268,9542,Phường Kiến Hưng,10127047,"64,51612903"
Thành phố Hà Nội,1,Quận Hà Đông,Phường Vạn Phúc,268,9544,Phường Yên Nghĩa,10127045,"64,51612903"
Thành phố Hà Nội,1,Quận Hà Đông,Phường Yết Kiêu,268,9547,Phường Kiến Hưng,10127047,"61,29032258"
Thành phố Hà Nội,1,Quận Hà Đông,Phường Quang Trung,268,9550,Phường Kiến Hưng,10127047,"64,70588235"
Thành phố Hà Nội,1,Quận Hà Đông,Phường La Khê,268,9551,Phường Yên Nghĩa,10127045,"62,06896552"
Thành phố Hà Nội,1,Quận Hà Đông,Phường Phú La,268,9552,Phường Phú Lương,10127046,"82,75862069"
Thành phố Hà Nội,1,Quận Hà Đông,Phường Phúc La,268,9553,Phường Phú Lương,10127046,80
Thành phố Hà Nội,1,Quận Hà Đông,Phường Hà Cầu,268,9556,Phường Hà Đông,10127043,"77,72727273"
Thành phố Hà Nội,1,Quận Hà Đông,Phường Yên Nghĩa,268,9562,Phường Yên Nghĩa,10127045,100
Thành phố Hà Nội,1,Quận Hà Đông,Phường Kiến Hưng,268,9565,Phường Kiến Hưng,10127047,100
Thành phố Hà Nội,1,Quận Hà Đông,Phường Phú Lãm,268,9568,Phường Phú Lương,10127046,80
Thành phố Hà Nội,1,Quận Hà Đông,Phường Phú Lương,268,9571,Phường Phú Lương,10127046,100
Thành phố Hà Nội,1,Quận Hà Đông,Phường Dương Nội,268,9886,Phường Dương Nội,10127044,100
Thành phố Hà Nội,1,Quận Hà Đông,Phường Đồng Mai,268,10117,Phường Hà Đông,10127043,"72,06896552"
Thành phố Hà Nội,1,Quận Hà Đông,Phường Biên Giang,268,10123,Phường Kiến Hưng,10127047,"72,72727273"
Thành phố Hà Nội,1,Thị xã Sơn Tây,Phường Lê Lợi,269,9574,Phường Tùng Thiện,10129088,60
Thành phố Hà Nội,1,Thị xã Sơn Tây,Phường Phú Thịnh,269,9577,Phường Tùng Thiện,10129088,"66,66666667"
Thành phố Hà Nội,1,Thị xã Sơn Tây,Phường Ngô Quyền,269,9580,Phường Tùng Thiện,10129088,"60,60606061"
Thành phố Hà Nội,1,Thị xã Sơn Tây,Phường Quang Trung,269,9583,Phường Tùng Thiện,10129088,"68,57142857"
Thành phố Hà Nội,1,Thị xã Sơn Tây,Phường Sơn Lộc,269,9586,Phường Sơn Tây,10129087,"79,16666667"
Thành phố Hà Nội,1,Thị xã Sơn Tây,Phường Xuân Khanh,269,9589,Phường Tùng Thiện,10129088,"64,70588235"
Thành phố Hà Nội,1,Thị xã Sơn Tây,Xã Đường Lâm,269,9592,Xã Đoài Phương,10129089,"53,84615385"
Thành phố Hà Nội,1,Thị xã Sơn Tây,Phường Viên Sơn,269,9595,Phường Sơn Tây,10129087,"79,16666667"
Thành phố Hà Nội,1,Thị xã Sơn Tây,Xã Xuân Sơn,269,9598,Xã Đoài Phương,10129089,48
Thành phố Hà Nội,1,Thị xã Sơn Tây,Phường Trung Hưng,269,9601,Phường Tùng Thiện,10129088,"70,58823529"
Thành phố Hà Nội,1,Thị xã Sơn Tây,Xã Thanh Mỹ,269,9604,Phường Tùng Thiện,10129088,"42,35294118"
Thành phố Hà Nội,1,Thị xã Sơn Tây,Phường Trung Sơn Trầm,269,9607,Phường Sơn Tây,10129087,"85,5"
Thành phố Hà Nội,1,Thị xã Sơn Tây,Xã Kim Sơn,269,9610,Xã Đoài Phương,10129089,"58,33333333"
Thành phố Hà Nội,1,Thị xã Sơn Tây,Xã Sơn Đông,269,9613,Xã Đoài Phương,10129089,"53,2"
Thành phố Hà Nội,1,Thị xã Sơn Tây,Xã Cổ Đông,269,9616,Xã Đoài Phương,10129089,50
Thành phố Hà Nội,1,Huyện Ba Vì,Thị trấn Tây Đằng,271,9619,Xã Cổ Đô,10151082,"33,75"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Phú Cường,271,9625,Xã Cổ Đô,10151082,"85,5"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Cổ Đô,271,9628,Xã Cổ Đô,10151082,100
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Tản Hồng,271,9631,Xã Quảng Oai,10151080,"52,17391304"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Vạn Thắng,271,9634,Xã Cổ Đô,10151082,"85,5"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Châu Sơn,271,9637,Xã Minh Châu,10151079,"74,34782609"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Phong Vân,271,9640,Xã Cổ Đô,10151082,"85,5"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Phú Đông,271,9643,Xã Cổ Đô,10151082,"63,15789474"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Phú Phương,271,9646,Xã Cổ Đô,10151082,"85,5"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Phú Châu,271,9649,Xã Minh Châu,10151079,"78,26086957"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Thái Hòa,271,9652,Xã Suối Hai,10151084,"63,63636364"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Đồng Thái,271,9655,Xã Cổ Đô,10151082,"85,5"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Phú Sơn,271,9658,Xã Minh Châu,10151079,"51,81818182"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Minh Châu,271,9661,Xã Minh Châu,10151079,100
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Vật Lại,271,9664,Xã Vật Lại,10151081,100
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Chu Minh,271,9667,Xã Minh Châu,10151079,"90,86956522"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Tòng Bạt,271,9670,Xã Bất Bạt,10151083,"71,25"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Cẩm Lĩnh,271,9673,Xã Minh Châu,10151079,"57,82608696"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Sơn Đà,271,9676,Xã Yên Bài,10151086,"63,15789474"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Đông Quang,271,9679,Xã Cổ Đô,10151082,"85,5"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Tiên Phong,271,9682,Xã Cổ Đô,10151082,"85,5"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Thụy An,271,9685,Xã Minh Châu,10151079,"45,45454545"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Cam Thượng,271,9688,Xã Cổ Đô,10151082,"85,5"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Thuần Mỹ,271,9691,Xã Quảng Oai,10151080,"52,17391304"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Tản Lĩnh,271,9694,Xã Minh Châu,10151079,"52,17391304"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Ba Trại,271,9697,Xã Ba Vì,10151085,"73,07692308"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Minh Quang,271,9700,Xã Cổ Đô,10151082,"85,5"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Ba Vì,271,9703,Xã Ba Vì,10151085,100
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Vân Hòa,271,9706,Xã Ba Vì,10151085,"63,33333333"
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Yên Bài,271,9709,Xã Yên Bài,10151086,100
Thành phố Hà Nội,1,Huyện Ba Vì,Xã Khánh Thượng,271,9712,Xã Vật Lại,10151081,"85,5"
Thành phố Hà Nội,1,Huyện Phúc Thọ,Thị trấn Phúc Thọ,272,9715,Xã Phúc Thọ,10131090,"85,5"
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Vân Hà,272,9718,Xã Hát Môn,10131092,60
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Vân Phúc,272,9721,Xã Phúc Thọ,10131090,"73,88888889"
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Vân Nam,272,9724,Xã Hát Môn,10131092,"47,5"
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Xuân Đình,272,9727,Xã Hát Môn,10131092,"45,45454545"
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Sen Phương,272,9733,Xã Phúc Thọ,10131090,"47,5"
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Võng Xuyên,272,9739,Xã Hát Môn,10131092,"43,47826087"
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Thọ Lộc,272,9742,Xã Phúc Lộc,10131091,"76,19047619"
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Long Xuyên,272,9745,Xã Hát Môn,10131092,"43,47826087"
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Thượng Cốc,272,9748,Xã Phúc Thọ,10131090,"55,41666667"
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Hát Môn,272,9751,Xã Hát Môn,10131092,100
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Tích Giang,272,9754,Xã Phúc Thọ,10131090,"47,5"
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Thanh Đa,272,9757,Xã Phúc Thọ,10131090,"45,45454545"
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Trạch Mỹ Lộc,272,9760,Xã Hát Môn,10131092,"85,5"
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Phúc Hòa,272,9763,Xã Phúc Thọ,10131090,"73,88888889"
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Ngọc Tảo,272,9766,Xã Phúc Thọ,10131090,"54,54545455"
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Phụng Thượng,272,9769,Xã Hát Môn,10131092,"85,5"
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Tam Thuấn,272,9772,Xã Phúc Thọ,10131090,"52,17391304"
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Tam Hiệp,272,9775,Xã Hát Môn,10131092,"45,23809524"
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Hiệp Thuận,272,9778,Xã Hát Môn,10131092,"52,17391304"
Thành phố Hà Nội,1,Huyện Phúc Thọ,Xã Liên Hiệp,272,9781,Xã Hát Môn,10131092,"51,81818182"
Thành phố Hà Nội,1,Huyện Đan Phượng,Thị trấn Phùng,273,9784,Xã Đan Phượng,10133106,"51,85185185"
Thành phố Hà Nội,1,Huyện Đan Phượng,Xã Trung Châu,273,9787,Xã Liên Minh,10133108,48
Thành phố Hà Nội,1,Huyện Đan Phượng,Xã Thọ An,273,9790,Xã Ô Diên,10133107,"55,55555556"
Thành phố Hà Nội,1,Huyện Đan Phượng,Xã Thọ Xuân,273,9793,Xã Ô Diên,10133107,50
Thành phố Hà Nội,1,Huyện Đan Phượng,Xã Hồng Hà,273,9796,Xã Liên Minh,10133108,"45,45454545"
Thành phố Hà Nội,1,Huyện Đan Phượng,Xã Liên Hồng,273,9799,Xã Liên Minh,10133108,75
Thành phố Hà Nội,1,Huyện Đan Phượng,Xã Liên Hà,273,9802,Xã Liên Minh,10133108,"78,23529412"
Thành phố Hà Nội,1,Huyện Đan Phượng,Xã Hạ Mỗ,273,9805,Xã Đan Phượng,10133106,"85,5"
Thành phố Hà Nội,1,Huyện Đan Phượng,Xã Liên Trung,273,9808,Xã Liên Minh,10133108,72
Thành phố Hà Nội,1,Huyện Đan Phượng,Xã Phương Đình,273,9811,Xã Ô Diên,10133107,"85,5"
Thành phố Hà Nội,1,Huyện Đan Phượng,Xã Thượng Mỗ,273,9814,Xã Đan Phượng,10133106,64
Thành phố Hà Nội,1,Huyện Đan Phượng,Xã Tân Hội,273,9817,Xã Liên Minh,10133108,"54,54545455"
Thành phố Hà Nội,1,Huyện Đan Phượng,Xã Tân Lập,273,9820,Xã Liên Minh,10133108,"51,81818182"
Thành phố Hà Nội,1,Huyện Đan Phượng,Xã Đan Phượng,273,9823,Xã Đan Phượng,10133106,100
Thành phố Hà Nội,1,Huyện Đan Phượng,Xã Đồng Tháp,273,9826,Xã Đan Phượng,10133106,56
Thành phố Hà Nội,1,Huyện Đan Phượng,Xã Song Phượng,273,9829,Xã Ô Diên,10133107,"85,5"
Thành phố Hà Nội,1,Huyện Hoài Đức,Thị trấn Trạm Trôi,274,9832,Xã Sơn Đồng,10137104,27
Thành phố Hà Nội,1,Huyện Hoài Đức,Xã Đức Thượng,274,9835,Xã Hoài Đức,10137102,"67,05882353"
Thành phố Hà Nội,1,Huyện Hoài Đức,Xã Minh Khai,274,9838,Xã An Khánh,10137105,"60,86956522"
Thành phố Hà Nội,1,Huyện Hoài Đức,Xã Dương Liễu,274,9841,Xã Dương Hoà,10137103,76
Thành phố Hà Nội,1,Huyện Hoài Đức,Xã Di Trạch,274,9844,Xã Hoài Đức,10137102,"54,54545455"
Thành phố Hà Nội,1,Huyện Hoài Đức,Xã Đức Giang,274,9847,Xã Hoài Đức,10137102,"67,05882353"
Thành phố Hà Nội,1,Huyện Hoài Đức,Xã Cát Quế,274,9850,Xã Hoài Đức,10137102,"38,0952381"
Thành phố Hà Nội,1,Huyện Hoài Đức,Xã Kim Chung,274,9853,Xã Sơn Đồng,10137104,"52,17391304"
Thành phố Hà Nội,1,Huyện Hoài Đức,Xã Yên Sở,274,9856,Xã Sơn Đồng,10137104,57
Thành phố Hà Nội,1,Huyện Hoài Đức,Xã Sơn Đồng,274,9859,Xã Sơn Đồng,10137104,100
Thành phố Hà Nội,1,Huyện Hoài Đức,Xã Vân Canh,274,9862,Xã An Khánh,10137105,"63,63636364"
Thành phố Hà Nội,1,Huyện Hoài Đức,Xã Đắc Sở,274,9865,Xã Hoài Đức,10137102,57
Thành phố Hà Nội,1,Huyện Hoài Đức,Xã Lại Yên,274,9868,Xã Hoài Đức,10137102,"47,61904762"
Thành phố Hà Nội,1,Huyện Hoài Đức,Xã Tiền Yên,274,9871,Xã Sơn Đồng,10137104,"54,54545455"
Thành phố Hà Nội,1,Huyện Hoài Đức,Xã Song Phương,274,9874,Xã Dương Hoà,10137103,"65,76923077"
Thành phố Hà Nội,1,Huyện Hoài Đức,Xã An Khánh,274,9877,Xã An Khánh,10137105,100
Thành phố Hà Nội,1,Huyện Hoài Đức,Xã An Thượng,274,9880,Xã An Khánh,10137105,"69,56521739"
Thành phố Hà Nội,1,Huyện Hoài Đức,Xã Vân Côn,274,9883,Xã Sơn Đồng,10137104,"57,14285714"
Thành phố Hà Nội,1,Huyện Hoài Đức,Xã La Phù,274,9889,Xã An Khánh,10137105,50
Thành phố Hà Nội,1,Huyện Hoài Đức,Xã Đông La,274,9892,Xã Sơn Đồng,10137104,"63,33333333"
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Đông Xuân,275,4939,Xã Hưng Đạo,10139099,"52,17391304"
Thành phố Hà Nội,1,Huyện Quốc Oai,Thị trấn Quốc Oai,275,9895,Xã Quốc Oai,10139098,"85,5"
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Sài Sơn,275,9898,Xã Kiều Phú,10139100,"47,61904762"
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Phượng Cách,275,9901,Xã Phú Cát,10139101,"66,66666667"
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Yên Sơn,275,9904,Xã Hưng Đạo,10139099,"47,61904762"
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Ngọc Liệp,275,9907,Xã Quốc Oai,10139098,"52,17391304"
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Ngọc Mỹ,275,9910,Xã Quốc Oai,10139098,"47,61904762"
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Liệp Tuyết,275,9913,Xã Quốc Oai,10139098,"47,5"
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Thạch Thán,275,9916,Xã Phú Cát,10139101,"52,17391304"
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Đồng Quang,275,9919,Xã Hưng Đạo,10139099,"55,41666667"
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Phú Cát,275,9922,Xã Phú Cát,10139101,100
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Tuyết Nghĩa,275,9925,Xã Quốc Oai,10139098,48
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Nghĩa Hương,275,9928,Xã Hưng Đạo,10139099,"60,8"
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Cộng Hòa,275,9931,Xã Hưng Đạo,10139099,"54,54545455"
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Tân Phú,275,9934,Xã Kiều Phú,10139100,"71,25"
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Đại Thành,275,9937,Xã Hưng Đạo,10139099,"57,82608696"
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Phú Mãn,275,9940,Xã Kiều Phú,10139100,"71,25"
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Cấn Hữu,275,9943,Xã Hưng Đạo,10139099,"47,61904762"
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Tân Hòa,275,9946,Xã Quốc Oai,10139098,"47,61904762"
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Hòa Thạch,275,9949,Xã Hưng Đạo,10139099,"52,17391304"
Thành phố Hà Nội,1,Huyện Quốc Oai,Xã Đông Yên,275,9952,Xã Hưng Đạo,10139099,"54,54545455"
Thành phố Hà Nội,1,Huyện Thạch Thất,Xã Yên Trung,276,4927,Xã Yên Xuân,10135097,"78,26086957"
Thành phố Hà Nội,1,Huyện Thạch Thất,Xã Yên Bình,276,4930,Xã Yên Xuân,10135097,"72,72727273"
Thành phố Hà Nội,1,Huyện Thạch Thất,Xã Tiến Xuân,276,4936,Xã Yên Xuân,10135097,"78,26086957"
Thành phố Hà Nội,1,Huyện Thạch Thất,Thị trấn Liên Quan,276,9955,Xã Yên Xuân,10135097,"51,42857143"
Thành phố Hà Nội,1,Huyện Thạch Thất,Xã Đại Đồng,276,9958,Xã Hạ Bằng,10135094,"66,66666667"
Thành phố Hà Nội,1,Huyện Thạch Thất,Xã Cẩm Yên,276,9961,Xã Yên Xuân,10135097,"71,25"
Thành phố Hà Nội,1,Huyện Thạch Thất,Xã Lại Thượng,276,9964,Xã Tây Phương,10135095,"61,53846154"
Thành phố Hà Nội,1,Huyện Thạch Thất,Xã Phú Kim,276,9967,Xã Thạch Thất,10135093,"43,47826087"
Thành phố Hà Nội,1,Huyện Thạch Thất,Xã Hương Ngải,276,9970,Xã Tây Phương,10135095,"58,46153846"
Thành phố Hà Nội,1,Huyện Thạch Thất,Xã Canh Nậu,276,9973,Xã Yên Xuân,10135097,"54,54545455"
Thành phố Hà Nội,1,Huyện Thạch Thất,Xã Kim Quan,276,9976,Xã Yên Xuân,10135097,"54,54545455"
Thành phố Hà Nội,1,Huyện Thạch Thất,Xã Dị Nậu,276,9979,Xã Yên Xuân,10135097,50
Thành phố Hà Nội,1,Huyện Thạch Thất,Xã Bình Yên,276,9982,Xã Yên Xuân,10135097,"69,09090909"
